"","Div","Season","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR"
"326","SP1","201617","23/04/17","Las Palmas","Alaves",1,1,"D",1,0,"H"
"327","SP1","201617","23/04/17","Real Madrid","Barcelona",2,3,"A",1,1,"D"
"328","SP1","201617","23/04/17","Sociedad","La Coruna",1,0,"H",1,0,"H"
"329","SP1","201617","24/04/17","Eibar","Ath Bilbao",0,1,"A",0,0,"D"
"330","SP1","201617","25/04/17","Ath Madrid","Villarreal",0,1,"A",0,0,"D"
"331","SP1","201617","25/04/17","Granada","Malaga",0,2,"A",0,0,"D"
"332","SP1","201617","25/04/17","Sp Gijon","Espanol",1,1,"D",1,0,"H"
"333","SP1","201617","26/04/17","Barcelona","Osasuna",7,1,"H",2,0,"H"
"334","SP1","201617","26/04/17","La Coruna","Real Madrid",2,6,"A",1,3,"A"
"335","SP1","201617","26/04/17","Leganes","Las Palmas",3,0,"H",0,0,"D"
"336","SP1","201617","26/04/17","Valencia","Sociedad",2,3,"A",0,2,"A"
"337","SP1","201617","27/04/17","Alaves","Eibar",0,0,"D",0,0,"D"
"338","SP1","201617","27/04/17","Ath Bilbao","Betis",2,1,"H",0,0,"D"
"339","SP1","201617","27/04/17","Sevilla","Celta",2,1,"H",0,0,"D"
"340","SP1","201617","28/04/17","Villarreal","Sp Gijon",3,1,"H",1,0,"H"
"341","SP1","201617","29/04/17","Espanol","Barcelona",0,3,"A",0,0,"D"
"342","SP1","201617","29/04/17","Las Palmas","Ath Madrid",0,5,"A",0,3,"A"
"343","SP1","201617","29/04/17","Real Madrid","Valencia",2,1,"H",1,0,"H"
"344","SP1","201617","29/04/17","Sociedad","Granada",2,1,"H",1,0,"H"
"345","SP1","201617","30/04/17","Betis","Alaves",1,4,"A",1,0,"H"
"346","SP1","201617","30/04/17","Celta","Ath Bilbao",0,3,"A",0,1,"A"
"347","SP1","201617","30/04/17","Eibar","Leganes",2,0,"H",0,0,"D"
"348","SP1","201617","30/04/17","Osasuna","La Coruna",2,2,"D",1,1,"D"
"349","SP1","201617","01/05/17","Malaga","Sevilla",4,2,"H",1,1,"D"
"350","SP1","201617","05/05/17","Sevilla","Sociedad",1,1,"D",1,0,"H"
"351","SP1","201617","06/05/17","Ath Madrid","Eibar",1,0,"H",0,0,"D"
"352","SP1","201617","06/05/17","Barcelona","Villarreal",4,1,"H",2,1,"H"
"353","SP1","201617","06/05/17","Granada","Real Madrid",0,4,"A",0,4,"A"
"354","SP1","201617","06/05/17","Sp Gijon","Las Palmas",1,0,"H",0,0,"D"
"355","SP1","201617","07/05/17","Alaves","Ath Bilbao",1,0,"H",0,0,"D"
"356","SP1","201617","07/05/17","La Coruna","Espanol",1,2,"A",0,2,"A"
"357","SP1","201617","07/05/17","Malaga","Celta",3,0,"H",1,0,"H"
"358","SP1","201617","07/05/17","Valencia","Osasuna",4,1,"H",2,0,"H"
"359","SP1","201617","08/05/17","Leganes","Betis",4,0,"H",2,0,"H"
"360","SP1","201617","13/05/17","Espanol","Valencia",0,1,"A",0,0,"D"
"361","SP1","201617","13/05/17","Osasuna","Granada",2,1,"H",1,1,"D"
"362","SP1","201617","14/05/17","Alaves","Celta",3,1,"H",3,0,"H"
"363","SP1","201617","14/05/17","Ath Bilbao","Leganes",1,1,"D",1,0,"H"
"364","SP1","201617","14/05/17","Betis","Ath Madrid",1,1,"D",0,0,"D"
"365","SP1","201617","14/05/17","Eibar","Sp Gijon",0,1,"A",0,1,"A"
"366","SP1","201617","14/05/17","Las Palmas","Barcelona",1,4,"A",0,2,"A"
"367","SP1","201617","14/05/17","Real Madrid","Sevilla",4,1,"H",2,0,"H"
"368","SP1","201617","14/05/17","Sociedad","Malaga",2,2,"D",1,1,"D"
"369","SP1","201617","14/05/17","Villarreal","La Coruna",0,0,"D",0,0,"D"
"370","SP1","201617","17/05/17","Celta","Real Madrid",1,4,"A",0,1,"A"
"371","SP1","201617","19/05/17","Granada","Espanol",1,2,"A",1,2,"A"
"372","SP1","201617","20/05/17","La Coruna","Las Palmas",3,0,"H",3,0,"H"
"373","SP1","201617","20/05/17","Leganes","Alaves",1,1,"D",0,0,"D"
"374","SP1","201617","20/05/17","Sevilla","Osasuna",5,0,"H",3,0,"H"
"375","SP1","201617","20/05/17","Sp Gijon","Betis",2,2,"D",1,1,"D"
"376","SP1","201617","21/05/17","Ath Madrid","Ath Bilbao",3,1,"H",2,0,"H"
"377","SP1","201617","21/05/17","Barcelona","Eibar",4,2,"H",0,1,"A"
"378","SP1","201617","21/05/17","Celta","Sociedad",2,2,"D",0,0,"D"
"379","SP1","201617","21/05/17","Malaga","Real Madrid",0,2,"A",0,1,"A"
"380","SP1","201617","21/05/17","Valencia","Villarreal",1,3,"A",0,1,"A"
"381","SP1","201516","21/08/15","Malaga","Sevilla",0,0,"D",0,0,"D"
"382","SP1","201516","22/08/15","Ath Madrid","Las Palmas",1,0,"H",1,0,"H"
"383","SP1","201516","22/08/15","Espanol","Getafe",1,0,"H",1,0,"H"
"384","SP1","201516","22/08/15","La Coruna","Sociedad",0,0,"D",0,0,"D"
"385","SP1","201516","22/08/15","Vallecano","Valencia",0,0,"D",0,0,"D"
"386","SP1","201516","23/08/15","Ath Bilbao","Barcelona",0,1,"A",0,0,"D"
"387","SP1","201516","23/08/15","Betis","Villarreal",1,1,"D",0,1,"A"
"388","SP1","201516","23/08/15","Levante","Celta",1,2,"A",0,1,"A"
"389","SP1","201516","23/08/15","Sp Gijon","Real Madrid",0,0,"D",0,0,"D"
"390","SP1","201516","24/08/15","Granada","Eibar",1,3,"A",0,2,"A"
"391","SP1","201516","28/08/15","Villarreal","Espanol",3,1,"H",0,1,"A"
"392","SP1","201516","29/08/15","Barcelona","Malaga",1,0,"H",0,0,"D"
"393","SP1","201516","29/08/15","Celta","Vallecano",3,0,"H",1,0,"H"
"394","SP1","201516","29/08/15","Real Madrid","Betis",5,0,"H",2,0,"H"
"395","SP1","201516","29/08/15","Sociedad","Sp Gijon",0,0,"D",0,0,"D"
"396","SP1","201516","30/08/15","Eibar","Ath Bilbao",2,0,"H",1,0,"H"
"397","SP1","201516","30/08/15","Getafe","Granada",1,2,"A",0,2,"A"
"398","SP1","201516","30/08/15","Las Palmas","Levante",0,0,"D",0,0,"D"
"399","SP1","201516","30/08/15","Sevilla","Ath Madrid",0,3,"A",0,1,"A"
"400","SP1","201516","30/08/15","Valencia","La Coruna",1,1,"D",1,1,"D"
"401","SP1","201516","11/09/15","Levante","Sevilla",1,1,"D",0,1,"A"
"402","SP1","201516","12/09/15","Ath Madrid","Barcelona",1,2,"A",0,0,"D"
"403","SP1","201516","12/09/15","Betis","Sociedad",1,0,"H",1,0,"H"
"404","SP1","201516","12/09/15","Espanol","Real Madrid",0,6,"A",0,4,"A"
"405","SP1","201516","12/09/15","Sp Gijon","Valencia",0,1,"A",0,0,"D"
"406","SP1","201516","13/09/15","Ath Bilbao","Getafe",3,1,"H",2,0,"H"
"407","SP1","201516","13/09/15","Celta","Las Palmas",3,3,"D",2,1,"H"
"408","SP1","201516","13/09/15","Granada","Villarreal",1,3,"A",0,0,"D"
"409","SP1","201516","13/09/15","Malaga","Eibar",0,0,"D",0,0,"D"
"410","SP1","201516","14/09/15","Vallecano","La Coruna",1,3,"A",1,2,"A"
"411","SP1","201516","18/09/15","Getafe","Malaga",1,0,"H",1,0,"H"
"412","SP1","201516","19/09/15","Eibar","Ath Madrid",0,2,"A",0,0,"D"
"413","SP1","201516","19/09/15","Real Madrid","Granada",1,0,"H",0,0,"D"
"414","SP1","201516","19/09/15","Sociedad","Espanol",2,3,"A",1,1,"D"
"415","SP1","201516","19/09/15","Valencia","Betis",0,0,"D",0,0,"D"
"416","SP1","201516","20/09/15","Barcelona","Levante",4,1,"H",0,0,"D"
"417","SP1","201516","20/09/15","La Coruna","Sp Gijon",2,3,"A",2,3,"A"
"418","SP1","201516","20/09/15","Las Palmas","Vallecano",0,1,"A",0,1,"A"
"419","SP1","201516","20/09/15","Sevilla","Celta",1,2,"A",0,2,"A"
"420","SP1","201516","20/09/15","Villarreal","Ath Bilbao",3,1,"H",1,0,"H"
"421","SP1","201516","22/09/15","Ath Madrid","Getafe",2,0,"H",1,0,"H"
"422","SP1","201516","22/09/15","Espanol","Valencia",1,0,"H",1,0,"H"
"423","SP1","201516","22/09/15","Granada","Sociedad",0,3,"A",0,2,"A"
"424","SP1","201516","23/09/15","Ath Bilbao","Real Madrid",1,2,"A",0,1,"A"
"425","SP1","201516","23/09/15","Celta","Barcelona",4,1,"H",2,0,"H"
"426","SP1","201516","23/09/15","Las Palmas","Sevilla",2,0,"H",1,0,"H"
"427","SP1","201516","23/09/15","Levante","Eibar",2,2,"D",0,1,"A"
"428","SP1","201516","23/09/15","Malaga","Villarreal",0,1,"A",0,0,"D"
"429","SP1","201516","23/09/15","Vallecano","Sp Gijon",2,1,"H",1,0,"H"
"430","SP1","201516","24/09/15","Betis","La Coruna",1,2,"A",0,0,"D"
"431","SP1","201516","25/09/15","Valencia","Granada",1,0,"H",1,0,"H"
"432","SP1","201516","26/09/15","Barcelona","Las Palmas",2,1,"H",1,0,"H"
"433","SP1","201516","26/09/15","Eibar","Celta",1,1,"D",1,0,"H"
"434","SP1","201516","26/09/15","Real Madrid","Malaga",0,0,"D",0,0,"D"
"435","SP1","201516","26/09/15","Sevilla","Vallecano",3,2,"H",2,0,"H"
"436","SP1","201516","26/09/15","Villarreal","Ath Madrid",1,0,"H",1,0,"H"
"437","SP1","201516","27/09/15","Getafe","Levante",3,0,"H",0,0,"D"
"438","SP1","201516","27/09/15","La Coruna","Espanol",3,0,"H",2,0,"H"
"439","SP1","201516","27/09/15","Sociedad","Ath Bilbao",0,0,"D",0,0,"D"
"440","SP1","201516","27/09/15","Sp Gijon","Betis",1,2,"A",1,0,"H"
"441","SP1","201516","02/10/15","Celta","Getafe",0,0,"D",0,0,"D"
"442","SP1","201516","03/10/15","Espanol","Sp Gijon",1,2,"A",0,1,"A"
"443","SP1","201516","03/10/15","Granada","La Coruna",1,1,"D",0,1,"A"
"444","SP1","201516","03/10/15","Las Palmas","Eibar",0,2,"A",0,1,"A"
"445","SP1","201516","03/10/15","Malaga","Sociedad",3,1,"H",2,1,"H"
"446","SP1","201516","03/10/15","Sevilla","Barcelona",2,1,"H",0,0,"D"
"447","SP1","201516","04/10/15","Ath Bilbao","Valencia",3,1,"H",1,1,"D"
"448","SP1","201516","04/10/15","Ath Madrid","Real Madrid",1,1,"D",0,1,"A"
"449","SP1","201516","04/10/15","Levante","Villarreal",1,0,"H",0,0,"D"
"450","SP1","201516","04/10/15","Vallecano","Betis",0,2,"A",0,1,"A"
"451","SP1","201516","17/10/15","Barcelona","Vallecano",5,2,"H",2,1,"H"
"452","SP1","201516","17/10/15","Betis","Espanol",1,3,"A",0,1,"A"
"453","SP1","201516","17/10/15","Eibar","Sevilla",1,1,"D",1,0,"H"
"454","SP1","201516","17/10/15","Real Madrid","Levante",3,0,"H",2,0,"H"
"455","SP1","201516","17/10/15","Valencia","Malaga",3,0,"H",2,0,"H"
"456","SP1","201516","18/10/15","Getafe","Las Palmas",4,0,"H",2,0,"H"
"457","SP1","201516","18/10/15","La Coruna","Ath Bilbao",2,2,"D",0,1,"A"
"458","SP1","201516","18/10/15","Sociedad","Ath Madrid",0,2,"A",0,1,"A"
"459","SP1","201516","18/10/15","Villarreal","Celta",1,2,"A",0,1,"A"
"460","SP1","201516","19/10/15","Sp Gijon","Granada",3,3,"D",1,2,"A"
"461","SP1","201516","23/10/15","Vallecano","Espanol",3,0,"H",1,0,"H"
"462","SP1","201516","24/10/15","Celta","Real Madrid",1,3,"A",0,2,"A"
"463","SP1","201516","24/10/15","Granada","Betis",1,1,"D",1,1,"D"
"464","SP1","201516","24/10/15","Malaga","La Coruna",2,0,"H",0,0,"D"
"465","SP1","201516","24/10/15","Sevilla","Getafe",5,0,"H",2,0,"H"
"466","SP1","201516","25/10/15","Ath Madrid","Valencia",2,1,"H",2,0,"H"
"467","SP1","201516","25/10/15","Barcelona","Eibar",3,1,"H",1,1,"D"
"468","SP1","201516","25/10/15","Las Palmas","Villarreal",0,0,"D",0,0,"D"
"469","SP1","201516","25/10/15","Levante","Sociedad",0,4,"A",0,2,"A"
"470","SP1","201516","26/10/15","Ath Bilbao","Sp Gijon",3,0,"H",2,0,"H"
"471","SP1","201516","30/10/15","La Coruna","Ath Madrid",1,1,"D",0,1,"A"
"472","SP1","201516","31/10/15","Getafe","Barcelona",0,2,"A",0,1,"A"
"473","SP1","201516","31/10/15","Real Madrid","Las Palmas",3,1,"H",3,1,"H"
"474","SP1","201516","31/10/15","Sociedad","Celta",2,3,"A",2,1,"H"
"475","SP1","201516","31/10/15","Valencia","Levante",3,0,"H",0,0,"D"
"476","SP1","201516","31/10/15","Villarreal","Sevilla",2,1,"H",1,0,"H"
"477","SP1","201516","01/11/15","Betis","Ath Bilbao",1,3,"A",0,2,"A"
"478","SP1","201516","01/11/15","Eibar","Vallecano",1,0,"H",1,0,"H"
"479","SP1","201516","01/11/15","Espanol","Granada",1,1,"D",0,0,"D"
"480","SP1","201516","01/11/15","Sp Gijon","Malaga",1,0,"H",1,0,"H"
"481","SP1","201516","06/11/15","Las Palmas","Sociedad",2,0,"H",1,0,"H"
"482","SP1","201516","07/11/15","Celta","Valencia",1,5,"A",1,2,"A"
"483","SP1","201516","07/11/15","Eibar","Getafe",3,1,"H",2,1,"H"
"484","SP1","201516","07/11/15","Levante","La Coruna",1,1,"D",0,1,"A"
"485","SP1","201516","07/11/15","Malaga","Betis",0,1,"A",0,0,"D"
"486","SP1","201516","07/11/15","Vallecano","Granada",2,1,"H",2,0,"H"
"487","SP1","201516","08/11/15","Ath Bilbao","Espanol",2,1,"H",1,0,"H"
"488","SP1","201516","08/11/15","Ath Madrid","Sp Gijon",1,0,"H",0,0,"D"
"489","SP1","201516","08/11/15","Barcelona","Villarreal",3,0,"H",0,0,"D"
"490","SP1","201516","08/11/15","Sevilla","Real Madrid",3,2,"H",1,1,"D"
"491","SP1","201516","21/11/15","Espanol","Malaga",2,0,"H",2,0,"H"
"492","SP1","201516","21/11/15","La Coruna","Celta",2,0,"H",1,0,"H"
"493","SP1","201516","21/11/15","Real Madrid","Barcelona",0,4,"A",0,2,"A"
"494","SP1","201516","21/11/15","Sociedad","Sevilla",2,0,"H",0,0,"D"
"495","SP1","201516","21/11/15","Valencia","Las Palmas",1,1,"D",1,0,"H"
"496","SP1","201516","22/11/15","Betis","Ath Madrid",0,1,"A",0,1,"A"
"497","SP1","201516","22/11/15","Granada","Ath Bilbao",2,0,"H",1,0,"H"
"498","SP1","201516","22/11/15","Sp Gijon","Levante",0,3,"A",0,3,"A"
"499","SP1","201516","22/11/15","Villarreal","Eibar",1,1,"D",0,1,"A"
"500","SP1","201516","23/11/15","Getafe","Vallecano",1,1,"D",0,0,"D"
"501","SP1","201516","27/11/15","Levante","Betis",0,1,"A",0,1,"A"
"502","SP1","201516","28/11/15","Ath Madrid","Espanol",1,0,"H",1,0,"H"
"503","SP1","201516","28/11/15","Barcelona","Sociedad",4,0,"H",2,0,"H"
"504","SP1","201516","28/11/15","Celta","Sp Gijon",2,1,"H",1,0,"H"
"505","SP1","201516","28/11/15","Las Palmas","La Coruna",0,2,"A",0,1,"A"
"506","SP1","201516","28/11/15","Malaga","Granada",2,2,"D",1,0,"H"
"507","SP1","201516","29/11/15","Eibar","Real Madrid",0,2,"A",0,1,"A"
"508","SP1","201516","29/11/15","Getafe","Villarreal",2,0,"H",1,0,"H"
"509","SP1","201516","29/11/15","Sevilla","Valencia",1,0,"H",0,0,"D"
"510","SP1","201516","29/11/15","Vallecano","Ath Bilbao",0,3,"A",0,2,"A"
"511","SP1","201516","05/12/15","Betis","Celta",1,1,"D",0,1,"A"
"512","SP1","201516","05/12/15","Granada","Ath Madrid",0,2,"A",0,1,"A"
"513","SP1","201516","05/12/15","La Coruna","Sevilla",1,1,"D",1,0,"H"
"514","SP1","201516","05/12/15","Real Madrid","Getafe",4,1,"H",4,0,"H"
"515","SP1","201516","05/12/15","Valencia","Barcelona",1,1,"D",0,0,"D"
"516","SP1","201516","06/12/15","Ath Bilbao","Malaga",0,0,"D",0,0,"D"
"517","SP1","201516","06/12/15","Sociedad","Eibar",2,1,"H",1,1,"D"
"518","SP1","201516","06/12/15","Sp Gijon","Las Palmas",3,1,"H",1,1,"D"
"519","SP1","201516","06/12/15","Villarreal","Vallecano",2,1,"H",0,1,"A"
"520","SP1","201516","07/12/15","Espanol","Levante",1,1,"D",0,1,"A"
"521","SP1","201516","11/12/15","Getafe","Sociedad",1,1,"D",0,0,"D"
"522","SP1","201516","12/12/15","Barcelona","La Coruna",2,2,"D",1,0,"H"
"523","SP1","201516","12/12/15","Celta","Espanol",1,0,"H",1,0,"H"
"524","SP1","201516","12/12/15","Las Palmas","Betis",1,0,"H",0,0,"D"
"525","SP1","201516","12/12/15","Levante","Granada",1,2,"A",0,0,"D"
"526","SP1","201516","12/12/15","Sevilla","Sp Gijon",2,0,"H",0,0,"D"
"527","SP1","201516","13/12/15","Ath Madrid","Ath Bilbao",2,1,"H",1,1,"D"
"528","SP1","201516","13/12/15","Eibar","Valencia",1,1,"D",1,0,"H"
"529","SP1","201516","13/12/15","Vallecano","Malaga",1,2,"A",1,0,"H"
"530","SP1","201516","13/12/15","Villarreal","Real Madrid",1,0,"H",1,0,"H"
"531","SP1","201516","19/12/15","Betis","Sevilla",0,0,"D",0,0,"D"
"532","SP1","201516","19/12/15","Espanol","Las Palmas",1,0,"H",0,0,"D"
"533","SP1","201516","19/12/15","La Coruna","Eibar",2,0,"H",1,0,"H"
"534","SP1","201516","19/12/15","Valencia","Getafe",2,2,"D",2,2,"D"
"535","SP1","201516","20/12/15","Ath Bilbao","Levante",2,0,"H",0,0,"D"
"536","SP1","201516","20/12/15","Granada","Celta",0,2,"A",0,2,"A"
"537","SP1","201516","20/12/15","Malaga","Ath Madrid",1,0,"H",0,0,"D"
"538","SP1","201516","20/12/15","Real Madrid","Vallecano",10,2,"H",4,2,"H"
"539","SP1","201516","20/12/15","Sociedad","Villarreal",0,2,"A",0,1,"A"
"540","SP1","201516","30/12/15","Barcelona","Betis",4,0,"H",2,0,"H"
"541","SP1","201516","30/12/15","Celta","Ath Bilbao",0,1,"A",0,0,"D"
"542","SP1","201516","30/12/15","Eibar","Sp Gijon",2,0,"H",0,0,"D"
"543","SP1","201516","30/12/15","Getafe","La Coruna",0,0,"D",0,0,"D"
"544","SP1","201516","30/12/15","Las Palmas","Granada",4,1,"H",1,0,"H"
"545","SP1","201516","30/12/15","Levante","Malaga",0,1,"A",0,0,"D"
"546","SP1","201516","30/12/15","Real Madrid","Sociedad",3,1,"H",1,0,"H"
"547","SP1","201516","30/12/15","Sevilla","Espanol",2,0,"H",2,0,"H"
"548","SP1","201516","30/12/15","Vallecano","Ath Madrid",0,2,"A",0,0,"D"
"549","SP1","201516","31/12/15","Villarreal","Valencia",1,0,"H",0,0,"D"
"550","SP1","201516","02/01/16","Ath Madrid","Levante",1,0,"H",0,0,"D"
"551","SP1","201516","02/01/16","Espanol","Barcelona",0,0,"D",0,0,"D"
"552","SP1","201516","02/01/16","Malaga","Celta",2,0,"H",2,0,"H"
"553","SP1","201516","03/01/16","Ath Bilbao","Las Palmas",2,2,"D",1,0,"H"
"554","SP1","201516","03/01/16","Betis","Eibar",0,4,"A",0,2,"A"
"555","SP1","201516","03/01/16","Granada","Sevilla",2,1,"H",2,1,"H"
"556","SP1","201516","03/01/16","La Coruna","Villarreal",1,2,"A",0,1,"A"
"557","SP1","201516","03/01/16","Valencia","Real Madrid",2,2,"D",1,1,"D"
"558","SP1","201516","03/01/16","Vallecano","Sociedad",2,2,"D",1,1,"D"
"559","SP1","201516","04/01/16","Sp Gijon","Getafe",1,2,"A",1,0,"H"
"560","SP1","201516","09/01/16","Barcelona","Granada",4,0,"H",2,0,"H"
"561","SP1","201516","09/01/16","Getafe","Betis",1,0,"H",0,0,"D"
"562","SP1","201516","09/01/16","Levante","Vallecano",2,1,"H",0,0,"D"
"563","SP1","201516","09/01/16","Real Madrid","La Coruna",5,0,"H",2,0,"H"
"564","SP1","201516","09/01/16","Sevilla","Ath Bilbao",2,0,"H",1,0,"H"
"565","SP1","201516","10/01/16","Celta","Ath Madrid",0,2,"A",0,0,"D"
"566","SP1","201516","10/01/16","Eibar","Espanol",2,1,"H",1,1,"D"
"567","SP1","201516","10/01/16","Las Palmas","Malaga",1,1,"D",0,0,"D"
"568","SP1","201516","10/01/16","Sociedad","Valencia",2,0,"H",0,0,"D"
"569","SP1","201516","10/01/16","Villarreal","Sp Gijon",2,0,"H",1,0,"H"
"570","SP1","201516","16/01/16","Celta","Levante",4,3,"H",2,0,"H"
"571","SP1","201516","16/01/16","Sevilla","Malaga",2,1,"H",2,0,"H"
"572","SP1","201516","16/01/16","Sociedad","La Coruna",1,1,"D",0,1,"A"
"573","SP1","201516","16/01/16","Villarreal","Betis",0,0,"D",0,0,"D"
"574","SP1","201516","17/01/16","Barcelona","Ath Bilbao",6,0,"H",2,0,"H"
"575","SP1","201516","17/01/16","Getafe","Espanol",3,1,"H",2,1,"H"
"576","SP1","201516","17/01/16","Las Palmas","Ath Madrid",0,3,"A",0,1,"A"
"577","SP1","201516","17/01/16","Real Madrid","Sp Gijon",5,1,"H",5,0,"H"
"578","SP1","201516","17/01/16","Valencia","Vallecano",2,2,"D",0,1,"A"
"579","SP1","201516","18/01/16","Eibar","Granada",5,1,"H",2,0,"H"
"580","SP1","201516","22/01/16","Sp Gijon","Sociedad",5,1,"H",3,1,"H"
"581","SP1","201516","23/01/16","Espanol","Villarreal",2,2,"D",2,1,"H"
"582","SP1","201516","23/01/16","Granada","Getafe",3,2,"H",2,0,"H"
"583","SP1","201516","23/01/16","Malaga","Barcelona",1,2,"A",1,1,"D"
"584","SP1","201516","23/01/16","Vallecano","Celta",3,0,"H",3,0,"H"
"585","SP1","201516","24/01/16","Ath Bilbao","Eibar",5,2,"H",3,1,"H"
"586","SP1","201516","24/01/16","Ath Madrid","Sevilla",0,0,"D",0,0,"D"
"587","SP1","201516","24/01/16","Betis","Real Madrid",1,1,"D",1,0,"H"
"588","SP1","201516","24/01/16","La Coruna","Valencia",1,1,"D",1,0,"H"
"589","SP1","201516","25/01/16","Levante","Las Palmas",3,2,"H",1,0,"H"
"590","SP1","201516","30/01/16","Barcelona","Ath Madrid",2,1,"H",2,1,"H"
"591","SP1","201516","30/01/16","Eibar","Malaga",1,2,"A",0,1,"A"
"592","SP1","201516","30/01/16","Getafe","Ath Bilbao",0,1,"A",0,1,"A"
"593","SP1","201516","30/01/16","Sociedad","Betis",2,1,"H",2,0,"H"
"594","SP1","201516","30/01/16","Villarreal","Granada",1,0,"H",0,0,"D"
"595","SP1","201516","31/01/16","Las Palmas","Celta",2,1,"H",1,1,"D"
"596","SP1","201516","31/01/16","Real Madrid","Espanol",6,0,"H",4,0,"H"
"597","SP1","201516","31/01/16","Sevilla","Levante",3,1,"H",1,0,"H"
"598","SP1","201516","31/01/16","Valencia","Sp Gijon",0,1,"A",0,0,"D"
"599","SP1","201516","01/02/16","La Coruna","Vallecano",2,2,"D",1,2,"A"
"600","SP1","201516","05/02/16","Malaga","Getafe",3,0,"H",3,0,"H"
"601","SP1","201516","06/02/16","Ath Bilbao","Villarreal",0,0,"D",0,0,"D"
"602","SP1","201516","06/02/16","Ath Madrid","Eibar",3,1,"H",0,0,"D"
"603","SP1","201516","06/02/16","Sp Gijon","La Coruna",1,1,"D",1,1,"D"
"604","SP1","201516","06/02/16","Vallecano","Las Palmas",2,0,"H",1,0,"H"
"605","SP1","201516","07/02/16","Betis","Valencia",1,0,"H",0,0,"D"
"606","SP1","201516","07/02/16","Celta","Sevilla",1,1,"D",0,1,"A"
"607","SP1","201516","07/02/16","Granada","Real Madrid",1,2,"A",0,1,"A"
"608","SP1","201516","07/02/16","Levante","Barcelona",0,2,"A",0,1,"A"
"609","SP1","201516","08/02/16","Espanol","Sociedad",0,5,"A",0,2,"A"
"610","SP1","201516","12/02/16","Sp Gijon","Vallecano",2,2,"D",2,1,"H"
"611","SP1","201516","13/02/16","La Coruna","Betis",2,2,"D",1,2,"A"
"612","SP1","201516","13/02/16","Real Madrid","Ath Bilbao",4,2,"H",3,1,"H"
"613","SP1","201516","13/02/16","Valencia","Espanol",2,1,"H",0,0,"D"
"614","SP1","201516","13/02/16","Villarreal","Malaga",1,0,"H",1,0,"H"
"615","SP1","201516","14/02/16","Barcelona","Celta",6,1,"H",1,1,"D"
"616","SP1","201516","14/02/16","Eibar","Levante",2,0,"H",1,0,"H"
"617","SP1","201516","14/02/16","Getafe","Ath Madrid",0,1,"A",0,1,"A"
"618","SP1","201516","14/02/16","Sevilla","Las Palmas",2,0,"H",0,0,"D"
"619","SP1","201516","14/02/16","Sociedad","Granada",3,0,"H",2,0,"H"
"620","SP1","201516","17/02/16","Sp Gijon","Barcelona",1,3,"A",1,2,"A"
"621","SP1","201516","19/02/16","Levante","Getafe",3,0,"H",2,0,"H"
"622","SP1","201516","20/02/16","Betis","Sp Gijon",1,1,"D",0,0,"D"
"623","SP1","201516","20/02/16","Celta","Eibar",3,2,"H",2,0,"H"
"624","SP1","201516","20/02/16","Espanol","La Coruna",1,0,"H",0,0,"D"
"625","SP1","201516","20/02/16","Las Palmas","Barcelona",1,2,"A",1,2,"A"
"626","SP1","201516","21/02/16","Ath Bilbao","Sociedad",0,1,"A",0,1,"A"
"627","SP1","201516","21/02/16","Ath Madrid","Villarreal",0,0,"D",0,0,"D"
"628","SP1","201516","21/02/16","Granada","Valencia",1,2,"A",0,0,"D"
"629","SP1","201516","21/02/16","Malaga","Real Madrid",1,1,"D",0,1,"A"
"630","SP1","201516","21/02/16","Vallecano","Sevilla",2,2,"D",1,2,"A"
"631","SP1","201516","26/02/16","Eibar","Las Palmas",0,1,"A",0,1,"A"
"632","SP1","201516","27/02/16","Betis","Vallecano",2,2,"D",2,0,"H"
"633","SP1","201516","27/02/16","Getafe","Celta",0,1,"A",0,0,"D"
"634","SP1","201516","27/02/16","Real Madrid","Ath Madrid",0,1,"A",0,0,"D"
"635","SP1","201516","27/02/16","Sociedad","Malaga",1,1,"D",0,0,"D"
"636","SP1","201516","27/02/16","Sp Gijon","Espanol",2,4,"A",1,1,"D"
"637","SP1","201516","28/02/16","Barcelona","Sevilla",2,1,"H",1,1,"D"
"638","SP1","201516","28/02/16","La Coruna","Granada",0,1,"A",0,1,"A"
"639","SP1","201516","28/02/16","Valencia","Ath Bilbao",0,3,"A",0,0,"D"
"640","SP1","201516","28/02/16","Villarreal","Levante",3,0,"H",2,0,"H"
"641","SP1","201516","01/03/16","Ath Madrid","Sociedad",3,0,"H",1,0,"H"
"642","SP1","201516","01/03/16","Las Palmas","Getafe",4,0,"H",2,0,"H"
"643","SP1","201516","02/03/16","Ath Bilbao","La Coruna",4,1,"H",2,0,"H"
"644","SP1","201516","02/03/16","Celta","Villarreal",0,0,"D",0,0,"D"
"645","SP1","201516","02/03/16","Levante","Real Madrid",1,3,"A",1,2,"A"
"646","SP1","201516","02/03/16","Malaga","Valencia",1,2,"A",1,1,"D"
"647","SP1","201516","02/03/16","Sevilla","Eibar",1,0,"H",1,0,"H"
"648","SP1","201516","03/03/16","Espanol","Betis",0,3,"A",0,2,"A"
"649","SP1","201516","03/03/16","Granada","Sp Gijon",2,0,"H",0,0,"D"
"650","SP1","201516","03/03/16","Vallecano","Barcelona",1,5,"A",0,2,"A"
"651","SP1","201516","05/03/16","Getafe","Sevilla",1,1,"D",0,0,"D"
"652","SP1","201516","05/03/16","La Coruna","Malaga",3,3,"D",1,1,"D"
